DR,CRIMETYPE
120316518,BURG
90214887,ROBB
91326037,ROBB
130204585,BTFV
91425092,BURG
131600505,AGG
90513363,BURG
120204234,THEFT
90819610,BTFV
120814405,BTFV
91507889,ROBB
100508914,AGG
111513045,ROBB
90610396,BTFV
130415591,BTFV
110707478,ROBB
111921379,AGG
101912654,GTA
121517581,BTFV
122005640,BTFV
131221849,ROBB
120716992,THEFT
111705033,BTFV
131011645,THEFT
101612543,BTFV
101320373,AGG
101428744,THEFT
91823151,AGG
131601569,BURG
141106512,GTA
90922048,AGG
121516509,THEFT
131013809,BTFV
131015474,BTFV
111806599,ROBB
120904038,BTFV
121120795,THEFT
110501382,BTFV
121017740,BURG
112020931,BTFV
112005237,ROBB
122020237,THEFT
110629545,BTFV
91020302,THEFT
141808913,BTFV
91905365,ROBB
121918477,THEFT
100318883,ROBB
90901006,AGG
101408572,THEFT
112109216,BURG
91921120,BTFV
91511104,ROBB
111112105,THEFT
111204035,THEFT
121010767,THEFT
111710931,BTFV
130805313,THEFT
91817839,GTA
130515296,AGG
120210992,BURG
111214746,BTFV
101620595,THEFT
111011076,THEFT
120904029,GTA
90706753,BTFV
91013334,GTA
91501303,ROBB
91805787,AGG
111620796,BTFV
110311247,THEFT
120312497,ROBB
91124807,AGG
131925375,THEFT
131809301,AGG
130220258,AGG
111910737,AGG
100904942,ROBB
100310832,AGG
120313772,BURG
131922660,AGG
110624626,GTA
101501617,AGG
120607884,AGG
130912427,THEFT
121911458,GTA
141206113,ROBB
130806396,BTFV
131217123,AGG
110708832,THEFT
111600782,THEFT
131221825,ROBB
111326949,AGG
110317333,BURG
141904762,BTFV
90919663,GTA
131608311,BTFV
101305946,BURG
92113621,BURG
120615024,BURG
91004593,GTA
120618377,BURG
121212857,GTA
130507088,THEFT
102117363,GTA
121810373,BTFV
141607217,AGG
131209412,GTA
130709561,BURG
121316694,BTFV
111225533,BTFV
111617658,BURG
140313886,GTA
130417099,AGG
130705763,BURG
131429724,THEFT
122115894,BURG
101508866,THEFT
90107965,AGG
121323512,ROBB
121306200,THEFT
90209228,AGG
101516807,GTA
100310062,BURG
131713397,BTFV
90322650,BTFV
91023258,BTFV
91825649,ROBB
122011032,THEFT
111319748,BURG
121613526,GTA
121205529,AGG
141205104,BURG
141113434,AGG
120922291,AGG
120904069,BTFV
130711038,BTFV
101204638,AGG
130718375,GTA
91114136,BURG
121210666,BURG
112116607,BTFV
91110089,AGG
141509708,THEFT
111321972,BURG
100408907,ROBB
91621735,THEFT
101007299,BURG
101218905,AGG
132119584,BURG
91411436,BTFV
101309144,AGG
130624836,GTA
120216328,BURG
101209699,AGG
111900577,THEFT
121215734,THEFT
100518036,THEFT
101208525,AGG
92121817,BURG
131116335,GTA
140605511,THEFT
131405180,BURG
120320421,GTA
120214542,AGG
90329123,AGG
100806783,AGG
132016190,BURG
101501591,AGG
130812207,BTFV
131225081,BTFV
140710851,THEFT
91219989,AGG
110207338,GTA
120414716,GTA
92015291,ROBB
100408472,THEFT
91908646,ROBB
91614108,THEFT
91410690,GTA
131307213,BURG
141813347,THEFT
110707636,AGG
100405313,BTFV
130400858,AGG
101915944,AGG
111120501,THEFT
122009816,ROBB
130417725,GTA
130516740,GTA
111704844,BTFV
90914934,BURG
101701057,BURG
130713629,GTA
110604871,AGG
121210271,AGG
130320622,AGG
120315925,BTFV
101820483,BURG
91307562,BURG
121609828,AGG
111505683,BTFV
91524902,AGG
91315465,BTFV
131510932,AGG
111506808,THEFT
121016628,BURG
130405851,THEFT
111113723,GTA
121910599,AGG
131206996,ROBB
101814159,AGG
100716853,BTFV
100907189,BTFV
91216547,AGG
91231863,GTA
91023203,AGG
132110607,THEFT
111714956,THEFT
130900869,BURG
120600968,THEFT
121113837,GTA
130207834,ROBB
91008603,BTFV
141210191,AGG
90709092,AGG
111707489,GTA
141800578,BTFV
131407459,AGG
90907802,GTA
131607856,GTA
111117798,GTA
91308824,THEFT
111819974,BTFV
141911964,THEFT
90413318,GTA
100207832,ROBB
100804979,BTFV
110811433,ROBB
101823684,BURG
140511523,THEFT
120204391,AGG
130104231,THEFT
110319610,THEFT
90417101,ROBB
120323692,AGG
110107240,BTFV
131706865,AGG
111314915,ROBB
91808866,AGG
101218260,AGG
121504836,BTFV
92124760,AGG
142111817,BTFV
130625592,ROBB
90304308,AGG
121619663,BURG
90317631,AGG
90820231,GTA
121601545,THEFT
111606964,GTA
120520596,GTA
122004536,AGG
90213182,AGG
120408729,ROBB
91718356,BTFV
111120229,THEFT
141312757,THEFT
131427687,GTA
122117073,THEFT
91008995,THEFT
141204257,GTA
111811809,AGG
100508378,GTA
100710017,THEFT
110322379,ROBB
120801292,BURG
121105704,AGG
130205393,BURG
100914537,THEFT
141505704,THEFT
101909267,GTA
111922501,BTFV
142004332,BTFV
121120675,THEFT
110710429,BURG
90626372,THEFT
102108174,BTFV
90416192,THEFT
120115457,AGG
110319419,ROBB
120327018,BTFV
91304403,AGG
111206389,AGG
142105034,BURG
131116991,BURG
131913069,AGG
91817449,AGG
110919599,AGG
101804758,AGG
90105485,AGG
111307702,ROBB
110407346,AGG
131520778,THEFT
91309223,GTA
111907101,THEFT
90204532,ROBB
90711387,THEFT
110619002,BURG
140400782,AGG
130413299,GTA
131101003,BURG
111224699,ROBB
91004702,GTA
101410772,ROBB
111019415,AGG
110714790,ROBB
110517215,BTFV
90618820,GTA
111520051,GTA
100316682,BTFV
110207496,AGG
100908013,AGG
131719050,BTFV
100606053,AGG
92008749,BTFV
121605013,BURG
140806675,BURG
110305791,THEFT
130624467,AGG
101513644,THEFT
120623921,ROBB
121714642,THEFT
140613484,THEFT
120416575,BTFV
131428575,THEFT
90800839,THEFT
131415294,BTFV
131909018,AGG
101804033,AGG
121909008,ROBB
101205167,BURG
101229132,AGG
101510156,GTA
90413483,GTA
141414671,THEFT
120613009,BTFV
110313707,BTFV
100512886,THEFT
90805618,THEFT
131520634,BTFV
110816852,BTFV
90116959,BTFV
121005287,BTFV
91220616,THEFT
121318507,ROBB
91023850,BTFV
121226236,AGG
91307539,ROBB
90819297,THEFT
101225167,AGG
101706939,THEFT
120319122,AGG
121810805,BTFV
92006217,ROBB
90904519,BTFV
121808786,ROBB
110613523,ROBB
121210232,ROBB
131414570,AGG
101205373,BTFV
121212840,THEFT
131227244,BURG
130326432,AGG
130718013,BTFV
131600585,THEFT
90900964,AGG
140116831,AGG
101714716,BURG
101228208,BTFV
120814370,BURG
90411825,BTFV
102104785,BURG
111808275,BTFV
141215517,THEFT
120605750,AGG
111111884,GTA
90916472,GTA
101306494,BTFV
101206771,ROBB
121118088,AGG
140114507,GTA
91611326,BTFV
120921135,AGG
91701257,BURG
131416837,BTFV
121917694,GTA
111707401,ROBB
111215953,BURG
130408137,GTA
90707449,THEFT
130806689,BTFV
90622563,AGG
91218599,AGG
110307921,AGG
130700977,BTFV
90611725,ROBB
90306979,AGG
141211354,BURG
111307848,AGG
110114551,THEFT
131609904,AGG
121712504,GTA
91509985,THEFT
120604747,THEFT
140504883,AGG
120208456,AGG
121504055,BTFV
141105697,BTFV
100907179,BTFV
140706108,BURG
141007802,THEFT
121507023,BURG
120913289,BTFV
140406094,AGG
120918488,BURG
90807363,GTA
91521847,ROBB
111820099,THEFT
130325666,ROBB
131216628,ROBB
92124242,AGG
101519590,BURG
131109701,BURG
90711616,AGG
102107702,THEFT
100311105,ROBB
140406101,BTFV
121212595,THEFT
142005745,BTFV
131805739,BURG
130222843,AGG
121000846,AGG
120900774,THEFT
131220064,THEFT
91326854,ROBB
131015216,THEFT
91305138,AGG
91423549,THEFT
91925507,THEFT
131608076,BTFV
130716012,THEFT
91415337,ROBB
91109390,BURG
131509332,BTFV
130517524,THEFT
92113682,BURG
101925019,ROBB
112119042,THEFT
100314742,BTFV
110719052,AGG
101414882,GTA
91319900,AGG
100617994,GTA
110321290,THEFT
110216622,ROBB
120914142,BURG
121908371,THEFT
110708881,ROBB
91124612,BURG
101408358,THEFT
121104430,THEFT
131310732,ROBB
122110518,GTA
111214835,BTFV
130501145,GTA
91508104,BTFV
110628148,GTA
141810835,THEFT
121408842,ROBB
130223979,BTFV
91014388,BTFV
120507179,THEFT
111601297,AGG
120113982,AGG
110323133,ROBB
91209257,THEFT
101218749,ROBB
122118149,THEFT
141414822,THEFT
111313263,AGG
121104914,GTA
101020571,THEFT
90712364,AGG
130614751,BTFV
92100582,ROBB
121005953,BURG
90610273,ROBB
131500976,BURG
131005991,BURG
101806380,ROBB
110404475,GTA
120416550,GTA
91124034,GTA
91209305,ROBB
122004622,THEFT
101120820,GTA
90707244,BURG
111500923,AGG
110701166,BTFV
90212946,AGG
121015263,GTA
141911472,AGG
101018442,THEFT
110207501,ROBB
90716021,BTFV
90322903,ROBB
111206903,BURG
121807818,ROBB
101516480,THEFT
100506596,BTFV
91409332,THEFT
91710653,BURG
130216846,BTFV
121210654,GTA
131112179,BURG
101819090,BTFV
101222212,BTFV
101308647,ROBB
121918881,GTA
131716217,BURG
111410278,ROBB
131416243,ROBB
100411178,AGG
90111309,AGG
130811119,THEFT
131117626,BURG
121615879,GTA
130718713,BURG
91014885,GTA
120218152,BURG
121321844,THEFT
131924306,BTFV
101821046,BURG
111822848,ROBB
121309606,BTFV
132106086,THEFT
101600998,BURG
101825038,AGG
121211478,BTFV
90925305,BTFV
92015860,AGG
111609086,AGG
111605538,BURG
141712252,BURG
101817309,AGG
130306060,THEFT
100318295,AGG
100913827,THEFT
121222588,AGG
100101311,ROBB
120325505,ROBB
101226060,ROBB
131000823,THEFT
91311954,AGG
141212198,ROBB
121506512,BTFV
111801187,AGG
91819341,BURG
130308392,AGG
101519432,AGG
91511255,BTFV
120604636,ROBB
101118980,ROBB
91811132,AGG
131317295,THEFT
91020357,GTA
141309842,BTFV
102013370,BURG
131216224,AGG
110119654,ROBB
100325817,ROBB
91427775,THEFT
121923104,BTFV
130916945,GTA
141309115,ROBB
90318092,BTFV
102114068,BTFV
131318347,BTFV
110700539,THEFT
131118981,ROBB
121117338,GTA
122109442,BURG
101813646,BURG
120311746,ROBB
90320315,AGG
101406638,BTFV
140804494,AGG
120106689,ROBB
110817330,BTFV
100113772,ROBB
130117140,THEFT
110520594,ROBB
131508929,BTFV
100317419,AGG
91311347,THEFT
100704515,BTFV
140904278,BTFV
91110361,BTFV
120123887,THEFT
130517693,AGG
100326468,THEFT
90627044,AGG
130606541,ROBB
90306163,AGG
102118043,AGG
101427938,ROBB
100318301,GTA
121822395,ROBB
140311384,BURG
92013807,BTFV
130117469,THEFT
121105361,BURG
131613464,AGG
131601165,AGG
100625112,ROBB
121213013,ROBB
100623630,BURG
91821628,ROBB
91518767,BURG
91705531,THEFT
142111269,THEFT
111916045,BURG
90514368,AGG
111207339,GTA
110708421,BTFV
111117686,ROBB
101910614,BURG
121422998,BURG
110206239,THEFT
90311555,BTFV
100502288,ROBB
130300521,ROBB
90711060,ROBB
131424303,THEFT
100905928,GTA
100216510,THEFT
121019396,BURG
111225061,ROBB
110922679,BURG
130113665,GTA
100620973,ROBB
131319281,THEFT
111504342,AGG
110325633,ROBB
130624984,AGG
91808227,ROBB
142111667,BTFV
111406740,BTFV
131609732,GTA
120222428,BTFV
120700588,BURG
141214266,BTFV
110404714,THEFT
111307611,BTFV
101213401,BURG
110911304,THEFT
101224081,THEFT
142013075,THEFT
131511828,BURG
141410330,AGG
101926913,GTA
90321968,ROBB
121219971,ROBB
140407669,GTA
131414552,BTFV
141304665,ROBB
92110645,BTFV
101904845,THEFT
101621315,GTA
131424258,BURG
121427556,BTFV
111922969,AGG
101304727,GTA
100713588,BTFV
101821940,ROBB
100313022,GTA
90408917,AGG
90308757,ROBB
91817788,BTFV
120404191,AGG
111720111,BURG
90409548,THEFT
130206506,ROBB
120612541,BTFV
90329645,AGG
131918656,BTFV
130306321,BURG
120817517,THEFT
111901571,AGG
91926991,AGG
140507174,AGG
91604441,BTFV
130515024,THEFT
121226895,ROBB
91317155,BTFV
91227735,BTFV
111322158,ROBB
91721202,BTFV
91508310,BTFV
101314033,GTA
120515582,BTFV
91009108,BTFV
131816810,ROBB
120809518,BTFV
111423131,ROBB
140507205,THEFT
110304887,GTA
91804152,BURG
130910655,AGG
90710341,ROBB
141216554,BURG
121320807,ROBB
131711207,GTA
90414469,AGG
90418792,BTFV
141711190,THEFT
91228403,ROBB
91115947,ROBB
91233035,BTFV
101315001,AGG
111908456,ROBB
91712691,THEFT
121609436,THEFT
110501424,AGG
102112455,ROBB
91126356,GTA
90208203,AGG
131501113,THEFT
101708186,BTFV
101523574,THEFT
131205455,AGG
91211456,BTFV
131519406,AGG
100307838,ROBB
110209413,ROBB
110906344,ROBB
120101526,GTA
101712997,BURG
121909626,BURG
141214521,BURG
100907630,BTFV
141915034,THEFT
100908510,AGG
141704812,BTFV
111112315,THEFT
90911844,BTFV
90522590,ROBB
121708595,THEFT
101907370,GTA
131924325,BTFV
132010044,AGG
131922835,BURG
110401420,AGG
131311277,BTFV
111227145,BTFV
131812099,AGG
140511280,THEFT
131815887,AGG
111904700,AGG
91614981,GTA
100200737,AGG
140609201,ROBB
120921304,ROBB
100919477,THEFT
130106162,GTA
101900628,AGG
130107515,GTA
100112036,AGG
101804578,BURG
120121923,ROBB
101518729,ROBB
120325128,BTFV
101820571,ROBB
90626721,THEFT
101018795,BURG
120301129,AGG
131506445,ROBB
101100875,AGG
110308974,GTA
111804651,ROBB
120416194,GTA
111206786,ROBB
90310257,AGG
130317700,ROBB
121317678,AGG
130713373,BTFV
140509190,BURG
92122855,BTFV
111004492,THEFT
91326741,AGG
130217933,AGG
110818642,THEFT
140315621,BTFV
101416947,BTFV
112020270,THEFT
140509372,GTA
100416626,AGG
131805292,ROBB
140306213,BURG
120611106,THEFT
101106640,BURG
101414881,BURG
131505801,AGG
101716587,THEFT
101326694,AGG
90121191,GTA
130511489,THEFT
110312338,GTA
121426417,THEFT
101006409,THEFT
121912363,BURG
120813987,BTFV
140409106,AGG
90925223,AGG
120111809,BTFV
130504481,BTFV
121505185,GTA
100918718,BURG
140605533,BTFV
121804617,BURG
141601023,GTA
131712087,THEFT
101713688,GTA
121010045,THEFT
101501232,AGG
91317013,AGG
121430654,BTFV
91304592,AGG
130126190,ROBB
122013899,GTA
100616163,BTFV
120907641,THEFT
111507532,BURG
131820659,ROBB
130814386,GTA
121304078,BTFV
131516091,BTFV
130804581,ROBB
120405230,BTFV
101610580,BURG
131008269,BURG
91906258,BTFV
101713059,BTFV
130808045,BTFV
131704328,BURG
101705030,BURG
101519353,BTFV
111517231,GTA
141206412,THEFT
110306755,AGG
131812149,THEFT
140905963,BURG
131311015,ROBB
110108846,ROBB
90120892,THEFT
121018373,BURG
120418045,AGG
121714816,THEFT
121020698,BTFV
90716937,BURG
131806799,BTFV
110508527,AGG
110213604,ROBB
111223722,BTFV
111320997,BTFV
100408557,GTA
111417229,THEFT
100815438,BTFV
112015907,ROBB
122109707,BURG
101509395,GTA
101000986,ROBB
90600748,AGG
112019378,AGG
130604051,THEFT
131919343,BURG
90807848,BURG
141306036,THEFT
91714195,THEFT
90504162,AGG
91417168,BTFV
121918746,BTFV
100418879,BURG
101405631,AGG
101719322,AGG
90623997,BTFV
91609535,BURG
101206281,AGG
90111140,AGG
92121819,THEFT
121510603,BTFV
100313131,BTFV
112011669,ROBB
121909344,BURG
101019633,BURG
90819899,THEFT
91407039,THEFT
110817146,THEFT
121227203,BURG
90813414,BTFV
121018869,BTFV
110919820,THEFT
91010750,ROBB
90816086,BURG
101607744,AGG
91122056,BTFV
131905208,GTA
140808863,ROBB
90821582,THEFT
110621127,BTFV
91328193,GTA
100105134,THEFT
110817168,AGG
122019016,ROBB
90212190,BURG
121822141,AGG
131308609,AGG
131904221,GTA
101717224,THEFT
132014760,ROBB
130217919,BTFV
120607945,BTFV
122110725,AGG
121613521,BTFV
90909737,THEFT
90605867,AGG
101505591,AGG
122117754,THEFT
110507919,BTFV
121924651,BTFV
130100886,ROBB
91011073,BURG
91519223,BURG
111606030,BURG
120318872,BURG
100221648,ROBB
140600923,AGG
100108499,BTFV
140509423,ROBB
131016272,GTA
111426809,BURG
141811104,BTFV
121223399,BTFV
111420643,BURG
110307315,GTA
121419886,BURG
90316747,BURG
120904207,BURG
121000774,GTA
111424127,BURG
130324666,ROBB
121916794,BTFV
111013367,THEFT
140405683,GTA
141910915,BTFV
92014398,BURG
122021327,AGG
111422870,BURG
110326747,THEFT
92016911,BTFV
111228709,ROBB
91505749,BTFV
102109365,BURG
101317660,ROBB
101518736,BURG
91621152,GTA
131905842,BURG
111922091,BTFV
131312711,THEFT
91415464,BURG
101310078,BURG
120205982,ROBB
91918497,BURG
141307001,BURG
90522185,BTFV
131617402,THEFT
111918811,BURG
131006469,BTFV
90919470,THEFT
131107227,ROBB
101807214,THEFT
120626701,ROBB
91623614,ROBB
111307810,ROBB
131504367,BURG
140213982,ROBB
91926281,GTA
121512473,THEFT
111204935,BTFV
141812247,THEFT
102108171,BTFV
90627652,BURG
131610979,AGG
100217537,AGG
90909527,BTFV
91119304,BTFV
141009653,AGG
91005823,AGG
142111865,THEFT
110709702,BURG
141807584,AGG
101525202,THEFT
101501590,ROBB
120705562,BURG
140510303,ROBB
140910307,THEFT
90625677,BURG
131113729,GTA
111312203,BTFV
121213699,THEFT
100323237,THEFT
101719551,BTFV
101425026,BTFV
141907894,AGG
110215516,THEFT
120315389,GTA
130716594,BURG
130704556,BTFV
121317300,AGG
130118567,THEFT
141416126,BURG
100415907,ROBB
101104084,GTA
100715791,GTA
140311662,ROBB
111113239,AGG
120707809,BTFV
91221289,THEFT
131227651,BURG
141914461,THEFT
130804370,BTFV
92120415,GTA
110607459,THEFT
91914670,BURG
131517174,GTA
91423994,THEFT
102025787,THEFT
91620327,AGG
91234544,ROBB
122015530,BTFV
131208320,BTFV
121405005,BTFV
120406383,AGG
101821382,BURG
112120442,BURG
120327258,BTFV
120911214,THEFT
110615827,BTFV
121916433,GTA
130310451,AGG
92011611,BURG
90904401,BURG
121409920,BURG
110627540,BURG
132013683,AGG
102007840,ROBB
121608546,BTFV
111921764,AGG
111715596,BURG
110811998,BTFV
120210955,ROBB
120314362,ROBB
121422192,BTFV
121221959,AGG
101122625,THEFT
121222905,AGG
130308784,BURG
112105041,THEFT
101207911,AGG
101521369,THEFT
120407570,THEFT
140208629,GTA
90620882,BTFV
90330145,AGG
100415672,BTFV
92020407,GTA
131510241,BTFV
141105412,AGG
100819697,BTFV
101020439,AGG
130106304,GTA
120214413,AGG
91713915,THEFT
131422727,BURG
110605003,THEFT
92015875,BTFV
140106891,THEFT
100321534,AGG
120217349,AGG
91229501,THEFT
101406157,ROBB
111408274,BTFV
91614415,ROBB
121811406,BURG
100626934,AGG
130906661,GTA
100818159,BURG
121208677,BTFV
102121545,ROBB
131513596,BURG
100408780,GTA
111905959,THEFT
130110585,GTA
102114448,ROBB
141404331,BTFV
131114155,AGG
120323732,THEFT
91428904,BURG
110917530,AGG
140105568,ROBB
130700901,BURG
131204205,GTA
90511173,GTA
92109724,BURG
91509360,ROBB
101721586,BTFV
120717561,AGG
90408707,GTA
111814353,BTFV
100318459,THEFT
110324740,ROBB
121223634,BURG
111418550,BTFV
141809821,AGG
130700892,BTFV
91524960,BTFV
131208307,ROBB
111917949,GTA
121716800,BTFV
111312104,AGG
121517598,THEFT
130325010,AGG
130105397,THEFT
140807510,THEFT
91807854,AGG
91424178,AGG
100615702,ROBB
101909159,BURG
91416910,BTFV
101813966,AGG
91810604,AGG
131304061,AGG
131523529,THEFT
91231379,BURG
101914596,AGG
130622597,THEFT
91011159,BTFV
111427048,BTFV
101312317,AGG
111010252,BTFV
120400940,ROBB
91715151,GTA
92118903,GTA
100818313,GTA
91926021,THEFT
130304383,AGG
91012958,BURG
121616746,AGG
141806562,AGG
100815494,BTFV
90721458,ROBB
131508476,BURG
101608243,ROBB
131908938,THEFT
131018308,GTA
110700511,BURG
131316954,THEFT
111512713,THEFT
131915336,THEFT
90805656,BURG
130308316,ROBB
110324433,ROBB
120800556,BURG
130804782,AGG
120906378,AGG
120308829,BURG
141306056,GTA
110107915,THEFT
131321897,ROBB
131915666,BTFV
101405855,ROBB
101124708,THEFT
131200678,THEFT
130404464,GTA
120714842,BURG
140910069,BTFV
100908150,BURG
91826771,BTFV
91212165,AGG
101919116,GTA
112016438,GTA
130816629,ROBB
100205475,ROBB
90625332,ROBB
130322107,ROBB
131820221,ROBB
101011957,BTFV
110218824,AGG
100313746,THEFT
121919910,THEFT
130517373,BTFV
91220847,AGG
91404421,BURG
121210421,THEFT
130708616,BURG
131706298,BURG
111310881,ROBB
121411309,AGG
100300622,BTFV
121820451,AGG
121919393,ROBB
91509735,BTFV
100604030,GTA
102117184,THEFT
130713907,GTA
131613023,BTFV
90614910,BTFV
101312798,AGG
121818133,AGG
122000632,AGG
91005883,GTA
100812060,GTA
100625722,ROBB
100114926,THEFT
101904603,ROBB
130406131,GTA
120321251,BTFV
101921096,ROBB
91122336,AGG
131009944,GTA
141108682,THEFT
101501627,ROBB
131705154,BTFV
91316826,ROBB
120715607,THEFT
131205531,ROBB
110509739,GTA
110407761,THEFT
91505078,THEFT
90504170,THEFT
141213571,GTA
92123890,ROBB
101409309,GTA
121311802,AGG
120212206,BTFV
140307073,BTFV
112110886,BTFV
101315462,AGG
101213064,THEFT
131219990,AGG
140207411,THEFT
110508571,BURG
121308296,BTFV
90417093,BTFV
131804549,AGG
111922522,ROBB
91420352,BTFV
90617092,BURG
110107128,THEFT
121608821,AGG
130307981,AGG
131710826,BURG
100216583,ROBB
130514353,THEFT
121320052,AGG
92111600,AGG
112100848,AGG
120519197,GTA
102104653,ROBB
91101222,GTA
92108424,BURG
141216031,ROBB
121312036,ROBB
100305801,ROBB
111300803,ROBB
91716598,ROBB
101908129,THEFT
90319628,BTFV
90404738,GTA
100314546,ROBB
121716616,BTFV
101220812,ROBB
90109222,AGG
120312418,ROBB
100213642,AGG
120506536,GTA
141214194,AGG
91407626,AGG
131221637,BURG
100613768,THEFT
91928301,BTFV
111213162,ROBB
122009302,ROBB
90217595,AGG
131608033,THEFT
121115317,BURG
100904364,BTFV
130909096,GTA
130710767,GTA
90501055,AGG
120517120,GTA
130620553,ROBB
101122000,BTFV
120318283,BTFV
130119956,BTFV
130304302,THEFT
90806855,BURG
101327534,BTFV
131018069,GTA
101500973,AGG
91306624,BURG
121015648,GTA
131206885,BURG
130223934,BTFV
112006484,ROBB
130318588,THEFT
121904020,AGG
111218720,BURG
90819207,BTFV
111908633,GTA
111924792,GTA
131206049,AGG
142106087,THEFT
122116596,BURG
101620658,GTA
111227389,GTA
120704226,ROBB
140411406,AGG
120310769,ROBB
132018914,AGG
102023850,THEFT
90414318,BURG
140905777,ROBB
110319135,BTFV
120913473,ROBB
100805869,BURG
131609952,AGG
100116754,AGG
111713015,BURG
121909861,AGG
131206079,BTFV
111907658,ROBB
111605602,AGG
111515505,BTFV
111913366,THEFT
141215060,ROBB
141510961,ROBB
131716556,BTFV
90816347,ROBB
121610441,BURG
141407547,BTFV
110807556,THEFT
110814725,BTFV
102015361,AGG
131215456,BURG
121821216,ROBB
101516212,ROBB
120507136,THEFT
130318711,AGG
121618637,GTA
91312903,THEFT
90327309,ROBB
110517815,BURG
100211731,ROBB
141904993,BTFV
91807000,AGG
131919049,ROBB
131800577,AGG
121423429,BURG
121816371,BTFV
100502024,AGG
90630942,BTFV
102025002,ROBB
92026278,GTA
131426053,THEFT
100801596,THEFT
91224008,AGG
90614529,BTFV
130800697,GTA
141510673,THEFT
130907328,ROBB
110612495,GTA
132110260,ROBB
131210945,AGG
111915378,BTFV
120905747,BTFV
140911486,BURG
110112772,AGG
91324211,ROBB
111812898,BURG
140407093,GTA
91801229,ROBB
91210964,ROBB
130717639,GTA
110105917,ROBB
122005261,BTFV
111612999,BTFV
121818713,THEFT
100501899,GTA
120301305,AGG
90918575,BURG
142012237,GTA
100106867,GTA
91514068,THEFT
111916458,GTA
132111398,THEFT
120506730,BURG
111215566,AGG
141607833,ROBB
111004476,BTFV
101200861,AGG
130118759,ROBB
131812081,GTA
110408651,AGG
131425345,BTFV
131404052,AGG
120218463,AGG
140611440,THEFT
91504377,ROBB
100923720,BTFV
132118362,BURG
101809831,AGG
100519773,THEFT
101515876,THEFT
91205806,AGG
91525035,BURG
101412315,ROBB
110706719,THEFT
100814774,BTFV
100317266,BTFV
110213062,THEFT
111017582,GTA
132008639,ROBB
102008097,ROBB
90908481,GTA
131226010,ROBB
120814489,THEFT
91700578,BURG
100705051,ROBB
121504487,AGG
90300534,AGG
121917020,AGG
130308570,AGG
112015897,ROBB
142004096,BTFV
111218346,AGG
91416051,BURG
100301497,ROBB
130711257,BURG
131207185,ROBB
102119677,AGG
112119411,GTA
131607602,GTA
121713057,BTFV
91005125,BTFV
91315547,AGG
140206862,BTFV
130324852,GTA
111823242,BTFV
