DR,CRIMETYPE
91326741,BURG
130217933,BTFV
110818642,THEFT
140315621,ROBB
101416947,BTFV
112020270,GTA
140509372,GTA
100416626,GTA
131805292,ROBB
140306213,BURG
120611106,ROBB
101106640,GTA
101414881,BURG
131505801,BURG
101716587,ROBB
101326694,BTFV
90121191,ROBB
130511489,GTA
110312338,GTA
121426417,ROBB
101006409,ROBB
121912363,GTA
120813987,BURG
140409106,BURG
90925223,BTFV
120111809,BURG
130504481,BURG
121505185,GTA
100918718,GTA
140605533,BURG
121804617,GTA
141601023,BURG
131712087,ROBB
101713688,ROBB
121010045,ROBB
101501232,BTFV
91317013,BURG
121430654,BURG
91304592,AGG
130126190,BURG
122013899,GTA
100616163,BTFV
120907641,ROBB
111507532,BURG
131820659,GTA
130814386,THEFT
121304078,BTFV
131516091,BURG
130804581,GTA
120405230,BURG
101610580,GTA
131008269,BURG
91906258,GTA
101713059,GTA
130808045,GTA
131704328,BURG
101705030,GTA
101519353,BURG
111517231,GTA
141206412,ROBB
110306755,BURG
131812149,THEFT
140905963,BURG
131311015,ROBB
110108846,ROBB
90120892,GTA
121018373,GTA
120418045,AGG
121714816,ROBB
121020698,BURG
90716937,BURG
131806799,BURG
110508527,BTFV
110213604,GTA
111223722,ROBB
111320997,BURG
100408557,BURG
111417229,GTA
100815438,BURG
112015907,GTA
122109707,ROBB
101509395,ROBB
101000986,ROBB
90600748,BURG
112019378,BTFV
130604051,THEFT
131919343,GTA
90807848,BURG
141306036,ROBB
91714195,GTA
90504162,BURG
91417168,ROBB
121918746,BURG
100418879,GTA
101405631,BURG
101719322,GTA
90623997,BURG
91609535,GTA
101206281,GTA
90111140,GTA
92121819,THEFT
121510603,GTA
100313131,BTFV
112011669,ROBB
121909344,GTA
101019633,GTA
90819899,ROBB
91407039,ROBB
110817146,THEFT
121227203,GTA
90813414,BTFV
121018869,BURG
110919820,THEFT
91010750,ROBB
90816086,GTA
101607744,GTA
91122056,BURG
131905208,BURG
140808863,THEFT
90821582,ROBB
110621127,BURG
91328193,ROBB
100105134,GTA
110817168,GTA
122019016,ROBB
90212190,GTA
121822141,BTFV
131308609,AGG
131904221,GTA
101717224,7
132014760,GTA
130217919,BURG
120607945,BURG
122110725,BTFV
121613521,GTA
90909737,THEFT
90605867,BURG
101505591,BTFV
122117754,8
110507919,GTA
121924651,BTFV
130100886,BURG
91011073,GTA
91519223,GTA
111606030,GTA
120318872,BTFV
100221648,BURG
140600923,BURG
100108499,GTA
140509423,GTA
131016272,BURG
111426809,GTA
141811104,GTA
121223399,GTA
111420643,GTA
110307315,GTA
121419886,GTA
90316747,BURG
120904207,GTA
121000774,GTA
111424127,GTA
130324666,THEFT
121916794,GTA
111013367,ROBB
140405683,BURG
141910915,BURG
92014398,GTA
122021327,BTFV
111422870,GTA
110326747,GTA
92016911,BURG
111228709,GTA
91505749,BURG
102109365,BURG
101317660,GTA
101518736,GTA
91621152,BURG
131905842,GTA
111922091,GTA
131312711,AGG
91415464,GTA
101310078,ROBB
120205982,GTA
91918497,BURG
141307001,BTFV
90522185,BURG
131617402,GTA
111918811,BURG
131006469,BURG
90919470,ROBB
131107227,GTA
101807214,GTA
120626701,THEFT
91623614,GTA
111307810,THEFT
131504367,GTA
140213982,BURG
91926281,GTA
121512473,GTA
111204935,BURG
141812247,ROBB
102108171,BURG
90627652,BURG
131610979,BTFV
100217537,BTFV
90909527,BTFV
91119304,GTA
141009653,BURG
91005823,GTA
142111865,ROBB
110709702,GTA
141807584,BTFV
101525202,ROBB
101501590,GTA
120705562,GTA
140510303,GTA
140910307,ROBB
90625677,GTA
131113729,GTA
111312203,GTA
121213699,ROBB
100323237,ROBB
101719551,BURG
101425026,BURG
141907894,BTFV
110215516,ROBB
120315389,ROBB
130716594,BURG
130704556,BTFV
121317300,GTA
130118567,ROBB
141416126,GTA
100415907,GTA
101104084,GTA
100715791,GTA
140311662,BURG
111113239,BURG
120707809,GTA
91221289,7
131227651,BURG
141914461,7
130804370,BURG
92120415,BURG
110607459,THEFT
91914670,BURG
131517174,GTA
91423994,GTA
102025787,ROBB
91620327,GTA
91234544,7
122015530,BURG
131208320,GTA
121405005,BURG
120406383,AGG
101821382,BURG
112120442,GTA
120327258,ROBB
120911214,ROBB
110615827,BURG
121916433,GTA
130310451,AGG
92011611,GTA
90904401,BURG
121409920,ROBB
110627540,GTA
132013683,BTFV
102007840,ROBB
121608546,GTA
111921764,BURG
111715596,GTA
110811998,GTA
120210955,ROBB
120314362,THEFT
121422192,GTA
121221959,AGG
101122625,ROBB
121222905,BTFV
130308784,GTA
112105041,7
101207911,AGG
101521369,ROBB
120407570,THEFT
140208629,BURG
90620882,BTFV
90330145,BTFV
100415672,BURG
92020407,THEFT
131510241,BURG
141105412,BTFV
100819697,BURG
101020439,BURG
130106304,GTA
120214413,GTA
91713915,THEFT
131422727,BURG
110605003,GTA
92015875,GTA
140106891,BTFV
100321534,BURG
120217349,BTFV
91229501,THEFT
101406157,THEFT
111408274,BURG
91614415,THEFT
121811406,BURG
100626934,BTFV
130906661,BURG
100818159,GTA
121208677,GTA
102121545,GTA
131513596,GTA
100408780,GTA
111905959,THEFT
130110585,GTA
102114448,ROBB
141404331,GTA
131114155,BTFV
120323732,THEFT
91428904,GTA
110917530,BTFV
140105568,7
130700901,BURG
131204205,GTA
90511173,GTA
92109724,ROBB
91509360,THEFT
101721586,BURG
120717561,BURG
90408707,GTA
111814353,BURG
100318459,7
110324740,GTA
121223634,GTA
111418550,BURG
141809821,GTA
130700892,GTA
91524960,BURG
131208307,BURG
111917949,GTA
121716800,GTA
111312104,BTFV
121517598,ROBB
130325010,BTFV
130105397,THEFT
140807510,ROBB
91807854,BTFV
91424178,BTFV
100615702,THEFT
101909159,GTA
91416910,GTA
101813966,BTFV
91810604,BTFV
131304061,GTA
131523529,ROBB
91231379,BURG
101914596,BURG
130622597,BTFV
91011159,BURG
111427048,GTA
101312317,GTA
111010252,BURG
120400940,ROBB
91715151,GTA
92118903,GTA
100818313,ROBB
91926021,BURG
130304383,BTFV
91012958,GTA
121616746,GTA
141806562,BURG
100815494,BURG
90721458,ROBB
131508476,BURG
101608243,THEFT
131908938,GTA
131018308,GTA
110700511,GTA
131316954,THEFT
111512713,ROBB
131915336,GTA
90805656,BURG
130308316,THEFT
110324433,GTA
120800556,BURG
130804782,AGG
120906378,BTFV
120308829,GTA
141306056,ROBB
110107915,ROBB
131321897,THEFT
131915666,BURG
101405855,ROBB
101124708,ROBB
131200678,THEFT
130404464,GTA
120714842,GTA
140910069,BURG
100908150,GTA
91826771,GTA
91212165,BTFV
101919116,GTA
112016438,ROBB
130816629,THEFT
100205475,THEFT
90625332,GTA
130322107,ROBB
131820221,ROBB
101011957,BURG
110218824,BTFV
100313746,ROBB
121919910,ROBB
130517373,BURG
91220847,BTFV
91404421,GTA
121210421,BURG
130708616,GTA
131706298,GTA
111310881,GTA
121411309,BTFV
100300622,GTA
121820451,BTFV
121919393,ROBB
91509735,GTA
100604030,ROBB
102117184,8
130713907,BURG
131613023,GTA
90614910,BTFV
101312798,BURG
121818133,BTFV
122000632,BTFV
91005883,BURG
100812060,ROBB
100625722,BURG
100114926,GTA
101904603,GTA
130406131,ROBB
120321251,GTA
101921096,ROBB
91122336,BTFV
131009944,GTA
141108682,ROBB
101501627,THEFT
131705154,BTFV
91316826,ROBB
120715607,ROBB
131205531,THEFT
110509739,ROBB
110407761,BURG
91505078,ROBB
90504170,GTA
141213571,THEFT
92123890,THEFT
101409309,GTA
121311802,GTA
120212206,BURG
140307073,BTFV
112110886,GTA
101315462,AGG
101213064,BURG
131219990,BTFV
140207411,ROBB
110508571,BURG
121308296,BURG
90417093,BURG
131804549,GTA
111922522,ROBB
91420352,BURG
90617092,GTA
110107128,THEFT
121608821,BTFV
130307981,BTFV
131710826,GTA
100216583,THEFT
130514353,ROBB
121320052,BTFV
92111600,BURG
112100848,GTA
120519197,GTA
102104653,ROBB
91101222,GTA
92108424,GTA
141216031,BTFV
121312036,ROBB
100305801,ROBB
111300803,THEFT
91716598,ROBB
101908129,GTA
90319628,BURG
90404738,GTA
100314546,GTA
121716616,GTA
101220812,ROBB
90109222,BTFV
120312418,ROBB
100213642,BTFV
120506536,BURG
141214194,BTFV
91407626,BTFV
131221637,BURG
100613768,ROBB
91928301,BURG
111213162,GTA
122009302,THEFT
90217595,BTFV
131608033,ROBB
121115317,GTA
100904364,GTA
130909096,BURG
130710767,GTA
90501055,AGG
120517120,ROBB
130620553,THEFT
101122000,BURG
120318283,GTA
130119956,GTA
130304302,GTA
90806855,GTA
101327534,BURG
131018069,GTA
101500973,AGG
91306624,BTFV
121015648,GTA
131206885,GTA
130223934,GTA
112006484,ROBB
130318588,ROBB
121904020,BURG
111218720,GTA
90819207,GTA
111908633,ROBB
111924792,ROBB
131206049,GTA
142106087,ROBB
122116596,ROBB
101620658,GTA
111227389,ROBB
120704226,7
140411406,AGG
120310769,ROBB
132018914,GTA
102023850,ROBB
90414318,GTA
140905777,GTA
110319135,BURG
120913473,GTA
100805869,GTA
131609952,BTFV
100116754,BURG
111713015,BURG
121909861,BTFV
131206079,BURG
111907658,ROBB
111605602,GTA
111515505,BURG
111913366,ROBB
141215060,THEFT
141510961,ROBB
131716556,GTA
90816347,GTA
121610441,GTA
141407547,GTA
110807556,GTA
110814725,GTA
102015361,BURG
131215456,BURG
121821216,ROBB
101516212,ROBB
120507136,THEFT
130318711,BURG
121618637,BTFV
91312903,THEFT
90327309,GTA
110517815,GTA
100211731,THEFT
141904993,BURG
91807000,BTFV
131919049,ROBB
131800577,BTFV
121423429,GTA
121816371,BURG
100502024,BTFV
90630942,GTA
102025002,7
92026278,BURG
131426053,GTA
100801596,ROBB
91224008,BURG
90614529,GTA
130800697,ROBB
141510673,ROBB
130907328,ROBB
110612495,ROBB
132110260,BURG
131210945,GTA
111915378,GTA
120905747,GTA
140911486,GTA
110112772,BTFV
91324211,GTA
111812898,GTA
140407093,GTA
91801229,THEFT
91210964,GTA
130717639,ROBB
110105917,GTA
122005261,BURG
111612999,BURG
121818713,ROBB
100501899,GTA
120301305,BTFV
90918575,GTA
142012237,BURG
100106867,GTA
91514068,GTA
111916458,GTA
132111398,THEFT
120506730,BURG
111215566,AGG
141607833,ROBB
111004476,BURG
101200861,BURG
130118759,THEFT
131812081,ROBB
110408651,BTFV
131425345,BURG
131404052,BURG
120218463,BURG
140611440,GTA
91504377,ROBB
100923720,BTFV
132118362,BURG
101809831,BTFV
100519773,GTA
101515876,ROBB
91205806,BTFV
91525035,GTA
101412315,ROBB
110706719,GTA
100814774,BTFV
100317266,ROBB
110213062,THEFT
111017582,GTA
132008639,ROBB
102008097,GTA
90908481,BTFV
131226010,7
120814489,GTA
91700578,GTA
100705051,BURG
121504487,GTA
90300534,BURG
121917020,BURG
130308570,BTFV
112015897,ROBB
142004096,BURG
111218346,GTA
91416051,ROBB
100301497,GTA
130711257,GTA
131207185,THEFT
102119677,AGG
112119411,BURG
131607602,ROBB
121713057,GTA
91005125,GTA
91315547,BURG
140206862,GTA
130324852,BURG
111823242,BURG
120119782,ROBB
101912842,THEFT
131511612,GTA
91604412,GTA
130304744,GTA
101213331,GTA
130310442,ROBB
141810883,ROBB
141409466,BTFV
91723842,ROBB
131811838,BURG
130116175,ROBB
121604729,GTA
141909005,GTA
140614458,GTA
101220569,THEFT
120107154,ROBB
121820113,ROBB
101610362,GTA
140308269,7
110801166,GTA
140708614,BURG
100708154,GTA
130505493,GTA
130620150,AGG
90906781,BTFV
90119625,GTA
121411775,GTA
131922680,GTA
121709503,BURG
121206000,THEFT
91216345,GTA
100305304,ROBB
130517247,GTA
110521227,GTA
131204277,GTA
141011142,GTA
90222539,GTA
110501738,GTA
141410057,GTA
112006584,GTA
121225126,BURG
121313547,GTA
