DR,CRIMETYPE
101821940,ROBB
100313022,GTA
90408917,BTFV
90308757,BTFV
91817788,BURG
120404191,BTFV
111720111,BURG
90409548,THEFT
130206506,ROBB
120612541,BURG
90329645,BTFV
131918656,BURG
130306321,BURG
120817517,GTA
111901571,BTFV
91926991,AGG
140507174,BTFV
91604441,BURG
130515024,THEFT
121226895,BURG
91317155,ROBB
91227735,BURG
111322158,ROBB
91721202,BURG
91508310,BURG
101314033,ROBB
120515582,BURG
91009108,BURG
131816810,ROBB
120809518,BURG
111423131,ROBB
140507205,THEFT
110304887,BURG
91804152,GTA
130910655,BTFV
90710341,ROBB
141216554,BURG
121320807,THEFT
131711207,GTA
90414469,BTFV
90418792,BURG
141711190,THEFT
91228403,GTA
91115947,ROBB
91233035,BURG
101315001,BTFV
111908456,THEFT
91712691,THEFT
121609436,THEFT
110501424,BTFV
102112455,ROBB
91126356,GTA
90208203,BTFV
131501113,THEFT
101708186,BURG
101523574,GTA
131205455,GTA
91211456,BURG
131519406,BTFV
100307838,ROBB
110209413,THEFT
110906344,ROBB
120101526,GTA
101712997,GTA
121909626,GTA
141214521,BURG
100907630,BURG
141915034,THEFT
100908510,BTFV
141704812,BURG
111112315,THEFT
90911844,BURG
90522590,GTA
121708595,ROBB
101907370,GTA
131924325,ROBB
132010044,BTFV
131922835,GTA
110401420,BTFV
131311277,ROBB
111227145,BURG
131812099,BTFV
140511280,THEFT
131815887,BTFV
111904700,ROBB
91614981,GTA
100200737,BTFV
140609201,ROBB
120921304,GTA
100919477,THEFT
130106162,GTA
101900628,BTFV
130107515,GTA
100112036,BTFV
101804578,GTA
120121923,THEFT
101518729,GTA
120325128,BURG
101820571,GTA
90626721,GTA
101018795,GTA
120301129,BTFV
131506445,BURG
101100875,AGG
110308974,GTA
111804651,THEFT
120416194,GTA
111206786,ROBB
90310257,BURG
130317700,THEFT
121317678,BTFV
130713373,BURG
140509190,GTA
92122855,BURG
111004492,THEFT
91326741,BTFV
130217933,BTFV
110818642,THEFT
140315621,THEFT
101416947,BURG
112020270,THEFT
140509372,GTA
100416626,GTA
131805292,THEFT
140306213,BURG
120611106,ROBB
101106640,GTA
101414881,GTA
131505801,BTFV
101716587,ROBB
101326694,ROBB
90121191,GTA
130511489,ROBB
110312338,GTA
121426417,THEFT
101006409,BURG
121912363,BURG
120813987,BURG
140409106,BTFV
90925223,BTFV
120111809,BURG
130504481,BURG
121505185,GTA
100918718,ROBB
140605533,BURG
121804617,GTA
141601023,GTA
131712087,ROBB
101713688,GTA
121010045,THEFT
101501232,BTFV
91317013,BTFV
121430654,BURG
91304592,BTFV
130126190,ROBB
122013899,GTA
100616163,BURG
120907641,THEFT
111507532,BURG
131820659,ROBB
130814386,THEFT
121304078,BURG
131516091,BURG
130804581,THEFT
120405230,BURG
101610580,GTA
131008269,BURG
91906258,BURG
101713059,BURG
130808045,GTA
131704328,BURG
101705030,GTA
101519353,BURG
111517231,GTA
141206412,THEFT
110306755,BTFV
131812149,THEFT
140905963,BURG
131311015,THEFT
110108846,ROBB
90120892,BTFV
121018373,BURG
120418045,BTFV
121714816,ROBB
121020698,BURG
90716937,BURG
131806799,BURG
110508527,BTFV
110213604,BURG
111223722,ROBB
111320997,BURG
100408557,GTA
111417229,ROBB
100815438,GTA
112015907,GTA
122109707,GTA
101509395,GTA
101000986,ROBB
90600748,BTFV
112019378,BTFV
130604051,THEFT
131919343,GTA
90807848,GTA
141306036,ROBB
91714195,ROBB
90504162,BURG
91417168,THEFT
121918746,BURG
100418879,GTA
101405631,GTA
101719322,GTA
90623997,BURG
91609535,ROBB
101206281,BURG
90111140,ROBB
92121819,THEFT
121510603,BURG
100313131,BURG
112011669,ROBB
121909344,ROBB
101019633,BURG
90819899,GTA
91407039,THEFT
110817146,THEFT
121227203,GTA
90813414,BURG
121018869,BURG
110919820,THEFT
91010750,ROBB
90816086,GTA
101607744,BTFV
91122056,BURG
131905208,BTFV
140808863,ROBB
90821582,THEFT
110621127,BURG
91328193,GTA
100105134,GTA
110817168,THEFT
122019016,THEFT
90212190,GTA
121822141,BTFV
131308609,BTFV
131904221,GTA
101717224,THEFT
132014760,ROBB
130217919,BURG
120607945,BURG
122110725,BTFV
121613521,ROBB
90909737,THEFT
90605867,ROBB
101505591,BTFV
122117754,THEFT
110507919,BURG
121924651,BURG
130100886,GTA
91011073,ROBB
91519223,GTA
111606030,ROBB
120318872,BURG
100221648,ROBB
140600923,BURG
100108499,BURG
140509423,ROBB
131016272,BURG
111426809,BURG
141811104,BURG
121223399,BURG
111420643,BURG
110307315,GTA
121419886,GTA
90316747,GTA
120904207,ROBB
121000774,GTA
111424127,GTA
130324666,THEFT
121916794,GTA
111013367,THEFT
140405683,GTA
141910915,BURG
92014398,BURG
122021327,BTFV
111422870,GTA
110326747,GTA
92016911,BURG
111228709,ROBB
91505749,BURG
102109365,BTFV
101317660,BURG
101518736,BURG
91621152,BURG
131905842,GTA
111922091,BURG
131312711,BURG
91415464,GTA
101310078,GTA
120205982,BURG
91918497,BURG
141307001,BURG
90522185,BURG
131617402,THEFT
111918811,BURG
131006469,BURG
90919470,ROBB
131107227,ROBB
101807214,BURG
120626701,THEFT
91623614,ROBB
111307810,THEFT
131504367,GTA
140213982,ROBB
91926281,THEFT
121512473,BURG
111204935,BURG
141812247,ROBB
102108171,BTFV
90627652,GTA
131610979,BURG
100217537,BTFV
90909527,BURG
91119304,BURG
141009653,BTFV
91005823,GTA
142111865,THEFT
110709702,BURG
141807584,BTFV
101525202,ROBB
101501590,BTFV
120705562,BURG
140510303,BURG
140910307,GTA
90625677,GTA
131113729,THEFT
111312203,GTA
121213699,THEFT
100323237,THEFT
101719551,BURG
101425026,BURG
141907894,BTFV
110215516,THEFT
120315389,GTA
130716594,GTA
130704556,BURG
121317300,BURG
130118567,THEFT
141416126,GTA
100415907,BTFV
101104084,GTA
100715791,ROBB
140311662,GTA
111113239,GTA
120707809,BTFV
91221289,THEFT
131227651,BURG
141914461,THEFT
130804370,BURG
92120415,GTA
110607459,THEFT
91914670,GTA
131517174,GTA
91423994,BURG
102025787,THEFT
91620327,BURG
91234544,ROBB
122015530,BTFV
131208320,BURG
121405005,BURG
120406383,AGG
101821382,GTA
112120442,BURG
120327258,THEFT
120911214,GTA
110615827,BURG
121916433,GTA
130310451,BTFV
92011611,GTA
90904401,GTA
121409920,ROBB
110627540,GTA
132013683,BTFV
102007840,ROBB
121608546,BURG
111921764,ROBB
111715596,GTA
110811998,ROBB
120210955,ROBB
120314362,ROBB
121422192,BURG
121221959,AGG
101122625,ROBB
121222905,BTFV
130308784,BURG
112105041,THEFT
101207911,BTFV
101521369,THEFT
120407570,THEFT
140208629,BTFV
90620882,BURG
90330145,BTFV
100415672,BURG
92020407,GTA
131510241,BURG
141105412,BTFV
100819697,BURG
101020439,BTFV
130106304,GTA
120214413,ROBB
91713915,THEFT
131422727,GTA
110605003,ROBB
92015875,BURG
140106891,GTA
100321534,BTFV
120217349,GTA
91229501,THEFT
101406157,ROBB
111408274,BURG
91614415,ROBB
121811406,BURG
100626934,BTFV
130906661,GTA
100818159,BURG
121208677,ROBB
102121545,ROBB
131513596,GTA
100408780,ROBB
111905959,THEFT
130110585,GTA
102114448,ROBB
141404331,BURG
131114155,BTFV
120323732,THEFT
91428904,GTA
110917530,BTFV
140105568,THEFT
130700901,BURG
131204205,BURG
90511173,GTA
92109724,BURG
91509360,ROBB
101721586,BURG
120717561,BURG
90408707,GTA
111814353,BURG
100318459,THEFT
110324740,GTA
121223634,GTA
111418550,BURG
141809821,GTA
130700892,BURG
91524960,BURG
131208307,BURG
111917949,BURG
121716800,BURG
111312104,AGG
121517598,ROBB
130325010,BTFV
130105397,THEFT
140807510,THEFT
91807854,BTFV
91424178,BTFV
100615702,ROBB
101909159,GTA
91416910,BURG
101813966,BTFV
91810604,AGG
131304061,ROBB
131523529,THEFT
91231379,BURG
101914596,BTFV
130622597,BTFV
91011159,BURG
111427048,BURG
101312317,BURG
111010252,BURG
120400940,GTA
91715151,GTA
92118903,GTA
100818313,GTA
91926021,BURG
130304383,ROBB
91012958,ROBB
121616746,BTFV
141806562,BURG
100815494,BURG
90721458,THEFT
131508476,BURG
101608243,ROBB
131908938,ROBB
131018308,GTA
110700511,GTA
131316954,THEFT
111512713,THEFT
131915336,GTA
90805656,BURG
130308316,ROBB
110324433,GTA
120800556,GTA
130804782,AGG
120906378,BTFV
120308829,GTA
141306056,ROBB
110107915,THEFT
131321897,THEFT
131915666,BURG
101405855,ROBB
101124708,THEFT
131200678,THEFT
130404464,GTA
120714842,BURG
140910069,BURG
100908150,GTA
91826771,GTA
91212165,BTFV
101919116,GTA
112016438,GTA
130816629,THEFT
100205475,ROBB
90625332,GTA
130322107,THEFT
131820221,ROBB
101011957,GTA
110218824,BTFV
100313746,THEFT
121919910,ROBB
130517373,BTFV
91220847,GTA
91404421,GTA
121210421,BTFV
130708616,ROBB
131706298,BURG
111310881,GTA
121411309,BTFV
100300622,BURG
121820451,BTFV
121919393,ROBB
91509735,BURG
100604030,ROBB
102117184,THEFT
130713907,GTA
131613023,BURG
90614910,BURG
101312798,BTFV
121818133,BTFV
122000632,BTFV
91005883,BURG
100812060,GTA
100625722,ROBB
100114926,ROBB
101904603,ROBB
130406131,ROBB
120321251,BURG
101921096,THEFT
91122336,BTFV
131009944,GTA
141108682,THEFT
101501627,THEFT
131705154,BURG
91316826,THEFT
120715607,THEFT
131205531,ROBB
110509739,ROBB
110407761,BURG
91505078,ROBB
90504170,GTA
141213571,GTA
92123890,ROBB
101409309,GTA
121311802,BTFV
120212206,GTA
140307073,BURG
112110886,BURG
101315462,BTFV
101213064,BTFV
131219990,BTFV
140207411,THEFT
110508571,GTA
121308296,BURG
90417093,BURG
131804549,GTA
111922522,ROBB
91420352,BURG
90617092,GTA
110107128,THEFT
121608821,BURG
130307981,BTFV
131710826,BURG
100216583,ROBB
130514353,THEFT
121320052,BTFV
92111600,BTFV
112100848,GTA
120519197,GTA
102104653,ROBB
91101222,GTA
92108424,BURG
141216031,BURG
121312036,THEFT
100305801,ROBB
111300803,ROBB
91716598,THEFT
101908129,ROBB
90319628,GTA
90404738,GTA
100314546,ROBB
121716616,BURG
101220812,THEFT
90109222,BTFV
120312418,THEFT
100213642,BURG
120506536,BURG
141214194,BTFV
91407626,BTFV
131221637,BURG
100613768,ROBB
91928301,GTA
111213162,GTA
122009302,THEFT
90217595,AGG
131608033,THEFT
121115317,GTA
100904364,GTA
130909096,GTA
130710767,GTA
90501055,AGG
120517120,GTA
130620553,ROBB
101122000,GTA
120318283,GTA
130119956,ROBB
130304302,GTA
90806855,GTA
101327534,BURG
131018069,ROBB
101500973,AGG
91306624,BURG
121015648,GTA
131206885,BURG
130223934,GTA
112006484,ROBB
130318588,ROBB
121904020,BURG
111218720,GTA
90819207,GTA
111908633,GTA
111924792,GTA
131206049,ROBB
142106087,THEFT
122116596,GTA
101620658,GTA
111227389,GTA
120704226,THEFT
140411406,BTFV
120310769,ROBB
132018914,GTA
102023850,THEFT
90414318,GTA
140905777,THEFT
110319135,BURG
120913473,GTA
100805869,BURG
131609952,BTFV
100116754,BURG
111713015,BURG
121909861,BTFV
131206079,BURG
111907658,THEFT
111605602,ROBB
111515505,BURG
111913366,THEFT
141215060,ROBB
141510961,ROBB
131716556,BURG
90816347,GTA
121610441,GTA
141407547,GTA
110807556,BURG
110814725,BURG
102015361,BTFV
131215456,BTFV
121821216,THEFT
101516212,THEFT
120507136,THEFT
130318711,BTFV
121618637,GTA
91312903,THEFT
90327309,GTA
110517815,GTA
100211731,THEFT
141904993,BURG
91807000,AGG
131919049,ROBB
131800577,BTFV
121423429,THEFT
121816371,BURG
100502024,BTFV
90630942,BURG
102025002,ROBB
92026278,BURG
131426053,ROBB
100801596,THEFT
91224008,BTFV
90614529,GTA
130800697,ROBB
141510673,THEFT
130907328,THEFT
110612495,GTA
132110260,ROBB
131210945,GTA
111915378,GTA
120905747,ROBB
140911486,GTA
110112772,BTFV
91324211,ROBB
111812898,GTA
140407093,GTA
91801229,THEFT
91210964,BTFV
130717639,THEFT
110105917,ROBB
122005261,BURG
111612999,BURG
121818713,THEFT
100501899,GTA
120301305,BTFV
90918575,BURG
142012237,GTA
100106867,ROBB
91514068,ROBB
111916458,ROBB
132111398,THEFT
120506730,GTA
111215566,BTFV
141607833,ROBB
111004476,BURG
101200861,BTFV
130118759,THEFT
131812081,ROBB
110408651,BTFV
131425345,BURG
131404052,BTFV
120218463,BTFV
140611440,BURG
91504377,THEFT
100923720,BURG
132118362,BURG
101809831,BTFV
100519773,THEFT
101515876,ROBB
91205806,AGG
91525035,BURG
101412315,ROBB
110706719,ROBB
100814774,BURG
100317266,BURG
110213062,THEFT
111017582,BURG
132008639,ROBB
102008097,ROBB
90908481,GTA
131226010,ROBB
120814489,ROBB
91700578,BURG
100705051,GTA
121504487,BTFV
90300534,GTA
121917020,BTFV
130308570,BTFV
112015897,ROBB
142004096,BURG
111218346,GTA
91416051,THEFT
100301497,ROBB
130711257,GTA
131207185,ROBB
102119677,BTFV
112119411,GTA
131607602,THEFT
121713057,BURG
91005125,BURG
91315547,BTFV
140206862,BURG
130324852,GTA
111823242,BURG
120119782,THEFT
101912842,THEFT
131511612,THEFT
91604412,ROBB
130304744,ROBB
101213331,BURG
130310442,GTA
