DR,CRIMETYPE
141505704,THEFT
101909267,THEFT
111922501,BURG
142004332,BTFV
121120675,GTA
110710429,BURG
90626372,THEFT
102108174,GTA
90416192,ROBB
120115457,BTFV
110319419,ROBB
120327018,GTA
91304403,AGG
111206389,GTA
142105034,GTA
131116991,GTA
131913069,BURG
91817449,BURG
110919599,BTFV
101804758,BTFV
90105485,BTFV
111307702,ROBB
110407346,AGG
131520778,7
91309223,GTA
111907101,AGG
90204532,GTA
90711387,ROBB
110619002,ROBB
140400782,BTFV
130413299,ROBB
131101003,BURG
111224699,ROBB
91004702,ROBB
101410772,ROBB
111019415,ROBB
110714790,ROBB
110517215,GTA
90618820,BURG
111520051,ROBB
100316682,BURG
110207496,BTFV
100908013,AGG
131719050,BURG
100606053,BTFV
92008749,GTA
121605013,GTA
140806675,GTA
110305791,ROBB
130624467,BTFV
101513644,BURG
120623921,ROBB
121714642,ROBB
140613484,THEFT
120416575,GTA
131428575,THEFT
90800839,GTA
131415294,BTFV
131909018,AGG
101804033,BTFV
121909008,ROBB
101205167,BURG
101229132,AGG
101510156,GTA
90413483,GTA
141414671,ROBB
120613009,BTFV
110313707,BURG
100512886,GTA
90805618,THEFT
131520634,BURG
110816852,BURG
90116959,BTFV
121005287,BURG
91220616,ROBB
121318507,BURG
91023850,BTFV
121226236,BURG
91307539,ROBB
90819297,THEFT
101225167,ROBB
101706939,THEFT
120319122,BTFV
121810805,BURG
92006217,ROBB
90904519,BURG
121808786,GTA
110613523,THEFT
121210232,ROBB
131414570,BTFV
101205373,GTA
121212840,THEFT
131227244,BURG
130326432,GTA
130718013,BTFV
131600585,GTA
90900964,BTFV
140116831,BURG
101714716,GTA
101228208,GTA
120814370,GTA
90411825,BURG
102104785,BURG
111808275,BURG
141215517,THEFT
120605750,BURG
111111884,THEFT
90916472,ROBB
101306494,BURG
101206771,THEFT
121118088,BTFV
140114507,AGG
91611326,ROBB
120921135,BURG
91701257,GTA
131416837,GTA
121917694,GTA
111707401,7
111215953,GTA
130408137,ROBB
90707449,ROBB
130806689,GTA
90622563,AGG
91218599,BTFV
110307921,BTFV
130700977,BURG
90611725,7
90306979,BTFV
141211354,BTFV
111307848,BURG
110114551,ROBB
131609904,BURG
121712504,GTA
91509985,THEFT
120604747,THEFT
140504883,BTFV
120208456,AGG
121504055,GTA
141105697,BURG
100907179,BURG
140706108,GTA
141007802,THEFT
121507023,BURG
120913289,GTA
140406094,BURG
120918488,GTA
90807363,ROBB
91521847,THEFT
111820099,ROBB
130325666,ROBB
131216628,THEFT
92124242,AGG
101519590,BURG
131109701,GTA
90711616,BTFV
102107702,GTA
100311105,BURG
140406101,BTFV
121212595,ROBB
142005745,BURG
131805739,GTA
130222843,BURG
121000846,AGG
120900774,ROBB
131220064,THEFT
91326854,ROBB
131015216,THEFT
91305138,BURG
91423549,BURG
91925507,ROBB
131608076,BURG
130716012,ROBB
91415337,ROBB
91109390,BURG
131509332,BTFV
130517524,THEFT
92113682,GTA
101925019,ROBB
112119042,THEFT
100314742,BURG
110719052,AGG
101414882,THEFT
91319900,BTFV
100617994,GTA
110321290,THEFT
110216622,ROBB
120914142,GTA
121908371,GTA
110708881,ROBB
91124612,BURG
101408358,GTA
121104430,GTA
131310732,GTA
122110518,ROBB
111214835,BURG
130501145,GTA
91508104,BURG
110628148,ROBB
141810835,ROBB
121408842,ROBB
130223979,BTFV
91014388,BURG
120507179,THEFT
111601297,AGG
120113982,GTA
110323133,THEFT
91209257,THEFT
101218749,BURG
122118149,GTA
141414822,7
111313263,BTFV
121104914,GTA
101020571,THEFT
90712364,BTFV
130614751,BURG
92100582,GTA
121005953,BURG
90610273,ROBB
131500976,GTA
131005991,GTA
101806380,ROBB
110404475,GTA
120416550,ROBB
91124034,GTA
91209305,THEFT
122004622,THEFT
101120820,GTA
90707244,GTA
111500923,GTA
110701166,BTFV
90212946,BTFV
121015263,BURG
141911472,BURG
101018442,THEFT
110207501,ROBB
90716021,BURG
90322903,ROBB
111206903,GTA
121807818,ROBB
101516480,ROBB
100506596,GTA
91409332,GTA
91710653,GTA
130216846,BURG
121210654,BURG
131112179,GTA
101819090,BURG
101222212,BURG
101308647,ROBB
121918881,ROBB
131716217,BURG
111410278,ROBB
131416243,ROBB
100411178,0
90111309,BURG
130811119,7
131117626,BURG
121615879,GTA
130718713,ROBB
91014885,ROBB
120218152,BURG
121321844,THEFT
131924306,BURG
101821046,GTA
111822848,ROBB
121309606,BURG
132106086,THEFT
101600998,GTA
101825038,BTFV
121211478,GTA
90925305,BURG
92015860,GTA
111609086,BTFV
111605538,ROBB
141712252,GTA
101817309,GTA
130306060,THEFT
100318295,GTA
100913827,GTA
121222588,GTA
100101311,ROBB
120325505,ROBB
101226060,ROBB
131000823,ROBB
91311954,BTFV
141212198,BTFV
121506512,BTFV
111801187,AGG
91819341,GTA
130308392,AGG
101519432,BURG
91511255,BTFV
120604636,ROBB
101118980,ROBB
91811132,AGG
131317295,GTA
91020357,GTA
141309842,AGG
102013370,BURG
131216224,BTFV
110119654,THEFT
100325817,THEFT
91427775,ROBB
121923104,BTFV
130916945,GTA
141309115,GTA
90318092,BURG
102114068,BURG
131318347,BURG
110700539,THEFT
131118981,GTA
121117338,GTA
122109442,BTFV
101813646,BURG
120311746,BTFV
90320315,BURG
101406638,BURG
140804494,AGG
120106689,THEFT
110817330,GTA
100113772,GTA
130117140,GTA
110520594,ROBB
131508929,BURG
100317419,BTFV
91311347,THEFT
100704515,GTA
140904278,BTFV
91110361,BURG
120123887,THEFT
130517693,BURG
100326468,THEFT
90627044,ROBB
130606541,THEFT
90306163,AGG
102118043,AGG
101427938,ROBB
100318301,GTA
121822395,THEFT
140311384,BURG
92013807,ROBB
130117469,THEFT
121105361,GTA
131613464,BURG
131601165,AGG
100625112,ROBB
121213013,GTA
100623630,BURG
91821628,THEFT
91518767,BURG
91705531,GTA
142111269,THEFT
111916045,BURG
90514368,AGG
111207339,ROBB
110708421,BURG
111117686,ROBB
101910614,GTA
121422998,BURG
110206239,THEFT
90311555,ROBB
100502288,ROBB
130300521,ROBB
90711060,ROBB
131424303,ROBB
100905928,THEFT
100216510,GTA
121019396,GTA
111225061,ROBB
110922679,GTA
130113665,GTA
100620973,ROBB
131319281,GTA
111504342,GTA
110325633,GTA
130624984,GTA
91808227,ROBB
142111667,BURG
111406740,GTA
131609732,GTA
120222428,BTFV
120700588,BURG
141214266,GTA
110404714,THEFT
111307611,BURG
101213401,BURG
110911304,THEFT
101224081,THEFT
142013075,ROBB
131511828,GTA
141410330,BTFV
101926913,ROBB
90321968,ROBB
121219971,THEFT
140407669,ROBB
131414552,BURG
141304665,THEFT
92110645,BTFV
101904845,ROBB
101621315,GTA
131424258,GTA
121427556,BURG
111922969,BURG
101304727,BURG
100713588,BURG
101821940,GTA
100313022,GTA
90408917,BURG
90308757,GTA
91817788,AGG
120404191,BURG
111720111,GTA
90409548,ROBB
130206506,ROBB
120612541,BURG
90329645,BTFV
131918656,BURG
130306321,BURG
120817517,BURG
111901571,BURG
91926991,BTFV
140507174,BTFV
91604441,BURG
130515024,ROBB
121226895,GTA
91317155,GTA
91227735,BURG
111322158,ROBB
91721202,BTFV
91508310,BTFV
101314033,ROBB
120515582,BTFV
91009108,GTA
131816810,ROBB
120809518,BURG
111423131,ROBB
140507205,7
110304887,GTA
91804152,GTA
130910655,BTFV
90710341,ROBB
141216554,BURG
121320807,ROBB
131711207,GTA
90414469,BTFV
90418792,BURG
141711190,THEFT
91228403,ROBB
91115947,THEFT
91233035,BURG
101315001,BTFV
111908456,THEFT
91712691,THEFT
121609436,7
110501424,BURG
102112455,ROBB
91126356,GTA
90208203,BURG
131501113,7
101708186,BTFV
101523574,GTA
131205455,BURG
91211456,BURG
131519406,BURG
100307838,ROBB
110209413,THEFT
110906344,THEFT
120101526,ROBB
101712997,GTA
121909626,GTA
141214521,GTA
100907630,BURG
141915034,ROBB
100908510,BTFV
141704812,BURG
111112315,THEFT
90911844,BTFV
90522590,GTA
121708595,GTA
101907370,ROBB
131924325,GTA
132010044,BTFV
131922835,BURG
110401420,BURG
131311277,GTA
111227145,BURG
131812099,BTFV
140511280,THEFT
131815887,BURG
111904700,GTA
91614981,GTA
100200737,BTFV
140609201,ROBB
120921304,GTA
100919477,7
130106162,ROBB
101900628,BTFV
130107515,GTA
100112036,BURG
101804578,GTA
120121923,THEFT
101518729,GTA
120325128,BURG
101820571,THEFT
90626721,GTA
101018795,GTA
120301129,BTFV
131506445,GTA
101100875,AGG
110308974,GTA
111804651,ROBB
120416194,GTA
111206786,ROBB
90310257,BURG
130317700,THEFT
121317678,BTFV
130713373,BURG
140509190,GTA
92122855,GTA
111004492,ROBB
91326741,BURG
130217933,BTFV
110818642,ROBB
140315621,ROBB
101416947,BURG
112020270,GTA
140509372,ROBB
100416626,GTA
131805292,THEFT
140306213,GTA
120611106,ROBB
101106640,GTA
101414881,GTA
131505801,BURG
101716587,ROBB
101326694,BTFV
90121191,GTA
130511489,ROBB
110312338,ROBB
121426417,ROBB
101006409,ROBB
121912363,BURG
120813987,GTA
140409106,BTFV
90925223,BURG
120111809,BTFV
130504481,BURG
121505185,GTA
100918718,GTA
140605533,BURG
121804617,BURG
141601023,BURG
131712087,GTA
101713688,GTA
121010045,THEFT
101501232,AGG
91317013,GTA
121430654,BURG
91304592,BTFV
130126190,BURG
122013899,GTA
100616163,BTFV
120907641,THEFT
111507532,BURG
131820659,ROBB
130814386,ROBB
121304078,BURG
131516091,BURG
130804581,ROBB
120405230,BURG
101610580,BURG
131008269,BURG
91906258,BURG
101713059,GTA
130808045,BURG
131704328,BURG
101705030,GTA
101519353,BURG
111517231,ROBB
141206412,ROBB
110306755,BURG
131812149,7
140905963,BURG
131311015,ROBB
110108846,THEFT
90120892,BURG
121018373,BURG
120418045,BURG
121714816,ROBB
121020698,BTFV
90716937,GTA
131806799,BURG
110508527,AGG
110213604,BURG
111223722,ROBB
111320997,BURG
100408557,GTA
111417229,GTA
100815438,GTA
112015907,GTA
122109707,GTA
101509395,THEFT
101000986,ROBB
90600748,BTFV
112019378,AGG
130604051,ROBB
131919343,BURG
90807848,GTA
141306036,GTA
91714195,GTA
90504162,BTFV
91417168,ROBB
121918746,BURG
100418879,GTA
101405631,BURG
101719322,GTA
90623997,BURG
91609535,GTA
101206281,GTA
90111140,GTA
92121819,THEFT
121510603,BURG
100313131,BURG
112011669,ROBB
121909344,GTA
101019633,BURG
90819899,ROBB
91407039,ROBB
110817146,THEFT
121227203,BURG
90813414,BURG
121018869,BURG
110919820,7
91010750,ROBB
90816086,GTA
101607744,GTA
91122056,BTFV
131905208,GTA
140808863,ROBB
90821582,ROBB
110621127,BURG
91328193,GTA
100105134,ROBB
110817168,ROBB
122019016,THEFT
90212190,BURG
121822141,BTFV
131308609,BURG
131904221,GTA
101717224,7
132014760,GTA
130217919,BTFV
120607945,BTFV
122110725,BTFV
121613521,GTA
90909737,THEFT
90605867,BURG
101505591,AGG
122117754,7
110507919,GTA
121924651,BTFV
130100886,GTA
91011073,BURG
91519223,GTA
111606030,GTA
120318872,GTA
100221648,GTA
140600923,BURG
100108499,ROBB
140509423,ROBB
131016272,GTA
111426809,BURG
141811104,GTA
121223399,BURG
111420643,BURG
110307315,GTA
121419886,GTA
90316747,BURG
120904207,GTA
121000774,ROBB
111424127,GTA
130324666,ROBB
121916794,BURG
111013367,THEFT
140405683,GTA
141910915,BTFV
92014398,GTA
122021327,BTFV
111422870,BURG
110326747,GTA
92016911,BURG
111228709,ROBB
91505749,BTFV
102109365,BURG
101317660,ROBB
101518736,BURG
91621152,BTFV
131905842,GTA
111922091,GTA
131312711,BURG
91415464,GTA
101310078,ROBB
120205982,GTA
91918497,GTA
141307001,GTA
90522185,BURG
131617402,ROBB
111918811,GTA
131006469,BURG
90919470,ROBB
131107227,GTA
101807214,GTA
120626701,THEFT
91623614,ROBB
111307810,THEFT
131504367,GTA
140213982,GTA
91926281,ROBB
121512473,GTA
111204935,BTFV
141812247,ROBB
102108171,GTA
90627652,BURG
131610979,BURG
100217537,BURG
90909527,BTFV
91119304,BURG
141009653,GTA
91005823,BURG
142111865,THEFT
110709702,BURG
141807584,BURG
101525202,ROBB
101501590,GTA
120705562,BTFV
140510303,BURG
140910307,GTA
90625677,GTA
131113729,ROBB
111312203,BURG
121213699,ROBB
100323237,ROBB
101719551,BURG
101425026,BURG
141907894,BURG
110215516,THEFT
120315389,ROBB
130716594,BURG
130704556,GTA
121317300,BTFV
130118567,THEFT
141416126,GTA
100415907,BURG
101104084,GTA
100715791,ROBB
140311662,GTA
111113239,GTA
120707809,BURG
91221289,THEFT
131227651,BURG
141914461,THEFT
130804370,BURG
92120415,ROBB
110607459,THEFT
91914670,BURG
131517174,ROBB
91423994,ROBB
102025787,ROBB
91620327,GTA
91234544,THEFT
122015530,GTA
131208320,GTA
121405005,BTFV
120406383,AGG
101821382,BURG
112120442,BURG
120327258,GTA
120911214,THEFT
110615827,BURG
121916433,GTA
130310451,BTFV
92011611,GTA
90904401,BURG
121409920,THEFT
110627540,GTA
132013683,AGG
102007840,ROBB
121608546,BURG
111921764,GTA
111715596,GTA
110811998,GTA
120210955,THEFT
120314362,ROBB
121422192,BTFV
121221959,BTFV
101122625,ROBB
121222905,BURG
130308784,BURG
112105041,7
101207911,BTFV
101521369,THEFT
120407570,THEFT
140208629,GTA
90620882,BTFV
90330145,BTFV
100415672,BTFV
92020407,ROBB
131510241,BURG
141105412,AGG
100819697,BURG
101020439,BTFV
130106304,GTA
120214413,ROBB
91713915,7
131422727,BURG
110605003,GTA
92015875,GTA
140106891,AGG
100321534,BTFV
120217349,BTFV
91229501,THEFT
101406157,THEFT
111408274,BURG
91614415,THEFT
121811406,BURG
100626934,AGG
130906661,ROBB
100818159,BURG
121208677,GTA
102121545,ROBB
131513596,GTA
100408780,ROBB
111905959,ROBB
130110585,GTA
102114448,ROBB
141404331,GTA
131114155,AGG
120323732,7
91428904,GTA
110917530,BTFV
140105568,GTA
130700901,BURG
131204205,GTA
90511173,ROBB
92109724,GTA
91509360,THEFT
101721586,BTFV
120717561,AGG
90408707,GTA
111814353,BURG
100318459,7
110324740,ROBB
121223634,GTA
111418550,BURG
141809821,GTA
130700892,BURG
91524960,BTFV
131208307,GTA
111917949,GTA
121716800,GTA
111312104,BTFV
121517598,THEFT
130325010,BTFV
130105397,7
140807510,7
91807854,BTFV
91424178,BTFV
100615702,ROBB
101909159,GTA
91416910,BURG
101813966,AGG
91810604,BTFV
131304061,ROBB
131523529,ROBB
91231379,GTA
101914596,BTFV
130622597,AGG
91011159,BTFV
111427048,BURG
101312317,GTA
111010252,BURG
120400940,GTA
91715151,ROBB
92118903,ROBB
100818313,GTA
91926021,GTA
130304383,BTFV
91012958,GTA
121616746,BURG
141806562,BTFV
100815494,BURG
90721458,THEFT
131508476,BURG
101608243,THEFT
131908938,ROBB
131018308,GTA
110700511,BURG
131316954,THEFT
111512713,7
131915336,GTA
90805656,BURG
130308316,THEFT
110324433,GTA
120800556,GTA
130804782,AGG
120906378,BTFV
120308829,GTA
141306056,ROBB
110107915,THEFT
131321897,THEFT
131915666,BURG
101405855,ROBB
101124708,ROBB
131200678,THEFT
130404464,GTA
120714842,BURG
140910069,BTFV
100908150,GTA
91826771,GTA
91212165,BTFV
101919116,GTA
112016438,ROBB
130816629,ROBB
100205475,ROBB
90625332,GTA
130322107,THEFT
131820221,GTA
101011957,BURG
110218824,BTFV
100313746,THEFT
121919910,THEFT
130517373,BTFV
91220847,BTFV
91404421,ROBB
121210421,GTA
130708616,GTA
131706298,BURG
111310881,ROBB
121411309,AGG
100300622,BURG
121820451,BTFV
121919393,ROBB
91509735,BURG
100604030,ROBB
102117184,THEFT
130713907,GTA
131613023,BURG
90614910,BTFV
101312798,BURG
121818133,BTFV
122000632,AGG
91005883,BURG
100812060,ROBB
100625722,BURG
100114926,GTA
101904603,GTA
130406131,ROBB
120321251,GTA
101921096,ROBB
91122336,BTFV
131009944,GTA
141108682,ROBB
101501627,THEFT
131705154,GTA
91316826,ROBB
120715607,THEFT
131205531,ROBB
110509739,ROBB
110407761,BURG
91505078,ROBB
90504170,ROBB
141213571,ROBB
92123890,ROBB
101409309,GTA
121311802,BTFV
120212206,ROBB
140307073,BURG
112110886,BURG
101315462,BURG
101213064,GTA
131219990,AGG
140207411,ROBB
110508571,BURG
121308296,GTA
90417093,BURG
131804549,GTA
111922522,GTA
91420352,BTFV
90617092,BURG
110107128,7
121608821,BTFV
130307981,AGG
131710826,GTA
100216583,THEFT
130514353,ROBB
121320052,AGG
92111600,BURG
112100848,GTA
120519197,BURG
102104653,ROBB
91101222,GTA
92108424,BURG
141216031,GTA
121312036,THEFT
100305801,ROBB
111300803,THEFT
91716598,THEFT
101908129,THEFT
90319628,BURG
90404738,GTA
100314546,GTA
121716616,BTFV
101220812,ROBB
90109222,AGG
120312418,ROBB
100213642,BTFV
120506536,BURG
141214194,AGG
91407626,BTFV
131221637,GTA
100613768,THEFT
91928301,GTA
111213162,ROBB
122009302,THEFT
90217595,AGG
131608033,ROBB
121115317,GTA
100904364,BURG
130909096,GTA
130710767,GTA
90501055,AGG
120517120,ROBB
130620553,ROBB
101122000,GTA
120318283,GTA
130119956,GTA
130304302,GTA
90806855,BURG
101327534,BTFV
131018069,GTA
101500973,AGG
91306624,BURG
121015648,GTA
131206885,GTA
130223934,GTA
112006484,THEFT
130318588,ROBB
121904020,GTA
111218720,GTA
90819207,BURG
111908633,GTA
111924792,GTA
131206049,GTA
142106087,7
122116596,GTA
101620658,BURG
111227389,ROBB
120704226,7
140411406,BURG
120310769,THEFT
132018914,GTA
102023850,THEFT
90414318,GTA
140905777,GTA
110319135,BURG
120913473,GTA
100805869,GTA
131609952,0
100116754,BTFV
111713015,GTA
121909861,BURG
131206079,BTFV
111907658,ROBB
111605602,ROBB
111515505,BTFV
111913366,THEFT
141215060,ROBB
141510961,THEFT
131716556,BURG
90816347,BURG
121610441,ROBB
141407547,BURG
110807556,GTA
110814725,GTA
102015361,BURG
131215456,GTA
121821216,THEFT
101516212,THEFT
120507136,THEFT
130318711,BURG
121618637,GTA
91312903,THEFT
90327309,GTA
110517815,GTA
100211731,THEFT
141904993,BURG
91807000,AGG
131919049,ROBB
131800577,BURG
121423429,GTA
121816371,BURG
100502024,BTFV
90630942,BURG
102025002,ROBB
92026278,BTFV
131426053,GTA
100801596,THEFT
91224008,BTFV
90614529,GTA
130800697,THEFT
141510673,7
130907328,THEFT
110612495,ROBB
132110260,GTA
131210945,GTA
111915378,BURG
120905747,GTA
140911486,GTA
110112772,AGG
91324211,GTA
111812898,BURG
140407093,GTA
91801229,ROBB
91210964,GTA
130717639,THEFT
110105917,ROBB
122005261,BURG
111612999,BTFV
121818713,THEFT
100501899,BURG
120301305,BTFV
90918575,GTA
142012237,BURG
100106867,ROBB
91514068,GTA
111916458,GTA
132111398,7
120506730,GTA
111215566,AGG
141607833,ROBB
111004476,BURG
101200861,GTA
130118759,THEFT
131812081,ROBB
110408651,BTFV
131425345,BTFV
131404052,BTFV
120218463,BURG
140611440,ROBB
91504377,THEFT
100923720,BURG
132118362,BURG
101809831,BTFV
100519773,ROBB
101515876,ROBB
91205806,AGG
91525035,BURG
101412315,ROBB
110706719,GTA
100814774,BURG
100317266,GTA
110213062,7
111017582,GTA
132008639,ROBB
102008097,BURG
90908481,BTFV
131226010,THEFT
120814489,GTA
91700578,BURG
100705051,BURG
121504487,BTFV
90300534,BURG
121917020,BTFV
130308570,BTFV
112015897,ROBB
142004096,BURG
111218346,GTA
91416051,GTA
100301497,ROBB
130711257,GTA
131207185,THEFT
102119677,BTFV
112119411,BURG
131607602,ROBB
121713057,BURG
91005125,GTA
91315547,BURG
140206862,BURG
130324852,BURG
111823242,BTFV
120119782,ROBB
101912842,THEFT
131511612,ROBB
91604412,ROBB
130304744,GTA
101213331,BURG
130310442,GTA
141810883,ROBB
141409466,BURG
91723842,ROBB
131811838,BURG
130116175,ROBB
121604729,GTA
141909005,BURG
140614458,BURG
101220569,THEFT
120107154,GTA
121820113,ROBB
101610362,GTA
140308269,ROBB
110801166,GTA
140708614,BURG
100708154,GTA
130505493,BURG
130620150,GTA
90906781,BTFV
90119625,ROBB
121411775,GTA
131922680,BURG
